indice,pmos,nmos,nodo,saida,corrente,LETth
422.0,0.6305,-0.5562,g1,g1,121.875,61259920.63492063
423.0,1.4933,-0.4896,g1,g1,140.625,70684523.8095238
424.0,-0.01818,0.468,g1,g1,106.25,53406084.65608465
425.0,-0.1538,1.4507,g1,g1,100.0,50264550.26455026
426.0,-0.3843,0.8852,g1,g1,93.75,47123015.87301587
427.0,-0.9784,-0.07401,g1,g1,78.125,39269179.894179896
428.0,0.3379,-1.3158,g1,g1,112.5,56547619.047619045
429.0,-1.0557,1.0486,g1,g1,75.0,37698412.6984127
430.0,0.6482,0.2298,g1,g1,121.875,61259920.63492063
431.0,-1.2058,-2.1449,g1,g1,71.875,36127645.50264551
432.0,-0.1358,-0.9788,g1,g1,100.0,50264550.26455026
433.0,-1.1195,0.991,g1,g1,75.0,37698412.6984127
434.0,-0.4116,0.8537,g1,g1,93.75,47123015.87301587
435.0,0.007187,0.1652,g1,g1,106.25,53406084.65608465
436.0,0.1917,1.9147,g1,g1,112.5,56547619.047619045
437.0,0.7311,0.4302,g1,g1,125.0,62830687.830687836
438.0,-0.5024,0.1023,g1,g1,90.625,45552248.67724867
439.0,2.011,2.8214,i1,g1,107.04345703125,53804912.26438492
440.0,-2.6775,-1.1035,g1,g1,34.375,17278439.153439153
441.0,-1.7399,0.4297,g1,g1,57.8125,29059193.12169312
442.0,-1.7405,0.3022,g1,g1,57.8125,29059193.12169312
443.0,0.4075,0.6936,g1,g1,115.625,58118386.24338624
444.0,-0.3492,-0.01158,g1,g1,93.75,47123015.87301587
445.0,-1.3971,0.9341,g1,g1,65.625,32986111.111111112
446.0,2.3632,-0.2153,g1,g1,156.25,78538359.78835979
447.0,0.2998,-0.1195,g1,g1,112.5,56547619.047619045
448.0,0.6548,0.5329,g1,g1,121.875,61259920.63492063
449.0,-0.4918,-1.1462,g1,g1,93.75,47123015.87301587
450.0,-2.3547,-0.6544,g1,g1,42.1875,21205357.142857138
451.0,-0.4443,0.7076,g1,g1,93.75,47123015.87301587
452.0,-1.1949,0.555,g1,g1,71.875,36127645.50264551
453.0,0.4367,-0.7988,g1,g1,115.625,58118386.24338624
454.0,-1.0009,-0.4181,g1,g1,78.125,39269179.894179896
455.0,-0.152,0.5601,g1,g1,100.0,50264550.26455026
456.0,0.5595,0.2205,g1,g1,118.75,59689153.43915344
457.0,1.4636,0.4324,g1,g1,137.5,69113756.61375661
458.0,-2.0975,-0.968,g1,g1,48.4375,24346891.534391534
459.0,0.5403,-0.8069,g1,g1,118.75,59689153.43915344
460.0,0.6366,0.333,g1,g1,121.875,61259920.63492063
461.0,-0.07139,1.9227,g1,g1,103.125,51835317.460317455
462.0,-0.3886,-0.3792,g1,g1,93.75,47123015.87301587
463.0,0.3263,0.7287,g1,g1,112.5,56547619.047619045
464.0,-1.659,0.9573,g1,g1,59.375,29844576.71957672
465.0,-0.5481,0.5099,g1,g1,90.625,45552248.67724867
466.0,-0.7553,1.4366,g1,g1,84.375,42410714.285714276
467.0,0.1094,-0.8727,g1,g1,106.25,53406084.65608465
468.0,-0.3037,-1.3075,g1,g1,96.875,48693783.06878307
469.0,0.9565,1.5558,g1,g1,131.25,65972222.222222224
470.0,-0.29,0.3294,g1,g1,96.875,48693783.06878307
471.0,-0.4875,-1.1338,g1,g1,93.75,47123015.87301587
472.0,-0.407,0.3612,g1,g1,93.75,47123015.87301587
473.0,-0.1658,1.4548,g1,g1,100.0,50264550.26455026
474.0,1.277,0.6037,g1,g1,137.5,69113756.61375661
475.0,-1.0115,-0.7512,g1,g1,78.125,39269179.894179896
476.0,0.8787,0.1435,g1,g1,125.0,62830687.830687836
477.0,0.3856,-1.8102,g1,g1,115.625,58118386.24338624
478.0,1.1709,-1.0404,g1,g1,134.375,67542989.41798942
479.0,-1.8191,-0.4623,g1,g1,56.25,28273809.523809522
480.0,-0.8815,-0.7932,g1,g1,81.25,40839947.08994709
481.0,1.3187,-0.3994,g1,g1,137.5,69113756.61375661
482.0,1.1759,-0.06517,g1,g1,131.25,65972222.222222224
483.0,0.288,0.5252,g1,g1,112.5,56547619.047619045
484.0,1.7529,2.3404,i1,g1,133.447265625,67076667.90674603
485.0,0.8587,-2.3009,g1,g1,125.0,62830687.830687836
486.0,1.5451,0.5046,g1,g1,143.75,72255291.00529101
487.0,-0.3485,-0.129,g1,g1,93.75,47123015.87301587
488.0,-0.5609,-0.3555,g1,g1,90.625,45552248.67724867
489.0,0.2426,-0.3743,g1,g1,112.5,56547619.047619045
490.0,0.2631,-0.7008,g1,g1,112.5,56547619.047619045
491.0,0.6944,0.1691,g1,g1,125.0,62830687.830687836
492.0,0.07086,1.1626,g1,g1,106.25,53406084.65608465
493.0,-0.04202,2.1552,g1,g1,106.25,53406084.65608465
494.0,0.09473,-1.8244,g1,g1,106.25,53406084.65608465
495.0,-0.09128,-0.8001,g1,g1,103.125,51835317.460317455
496.0,-0.9827,0.6961,g1,g1,78.125,39269179.894179896
497.0,-1.1049,-0.708,g1,g1,75.0,37698412.6984127
498.0,0.1912,0.01789,g1,g1,109.375,54976851.85185184
499.0,0.3327,0.6096,g1,g1,112.5,56547619.047619045
500.0,1.5069,1.7243,g1,g1,143.75,72255291.00529101
501.0,1.1883,0.1035,g1,g1,134.375,67542989.41798942
502.0,1.7427,0.8518,g1,g1,143.75,72255291.00529101
503.0,1.5505,0.05024,g1,g1,143.75,72255291.00529101
504.0,-0.5259,0.3646,g1,g1,90.625,45552248.67724867
505.0,-1.245,0.5712,g1,g1,71.875,36127645.50264551
506.0,0.3632,0.2253,g1,g1,112.5,56547619.047619045
507.0,0.2729,1.1029,g1,g1,112.5,56547619.047619045
508.0,-0.4223,-0.7183,g1,g1,93.75,47123015.87301587
509.0,0.1164,0.8849,g1,g1,106.25,53406084.65608465
510.0,-0.895,0.2831,g1,g1,81.25,40839947.08994709
511.0,0.167,-0.5536,g1,g1,109.375,54976851.85185184
512.0,-1.9804,1.2194,g1,g1,51.5625,25917658.730158728
513.0,1.9007,-0.2409,g1,g1,150.0,75396825.3968254
514.0,-0.6289,-0.2715,g1,g1,87.5,43981481.48148148
515.0,0.7214,0.3221,g1,g1,125.0,62830687.830687836
516.0,0.4888,0.1655,g1,g1,118.75,59689153.43915344
517.0,0.4554,0.9893,g1,g1,118.75,59689153.43915344
518.0,1.2758,0.414,g1,g1,137.5,69113756.61375661
519.0,-0.3473,-0.3667,g1,g1,93.75,47123015.87301587
520.0,1.979,-0.2462,g1,g1,150.0,75396825.3968254
521.0,-0.03725,-0.3887,g1,g1,103.125,51835317.460317455
522.0,-0.5246,0.5458,g1,g1,90.625,45552248.67724867
523.0,-1.5931,-1.7275,g1,g1,62.5,31415343.915343918
524.0,2.381,1.8097,g1,g1,156.25,78538359.78835979
525.0,1.5203,0.5965,g1,g1,143.75,72255291.00529101
526.0,-2.6699,-0.7303,g1,g1,34.375,17278439.153439153
527.0,-1.785,-0.06962,g1,g1,56.25,28273809.523809522
528.0,-0.269,2.1049,g1,g1,100.0,50264550.26455026
529.0,-0.2029,-0.6251,g1,g1,100.0,50264550.26455026
530.0,-0.1666,2.3216,g1,g1,100.0,50264550.26455026
531.0,-0.163,0.5025,g1,g1,100.0,50264550.26455026
532.0,-1.932,0.6116,g1,g1,53.125,26703042.328042325
533.0,0.3222,0.07491,g1,g1,112.5,56547619.047619045
534.0,-0.8572,-0.9273,g1,g1,81.25,40839947.08994709
535.0,2.3681,-0.7931,g1,g1,156.25,78538359.78835979
536.0,0.6183,1.1612,g1,g1,118.75,59689153.43915344
537.0,0.1392,-1.3252,g1,g1,106.25,53406084.65608465
538.0,0.1028,0.8464,g1,g1,106.25,53406084.65608465
539.0,-0.3249,0.5086,g1,g1,96.875,48693783.06878307
540.0,0.8244,-0.5118,g1,g1,125.0,62830687.830687836
541.0,0.2245,0.3317,g1,g1,112.5,56547619.047619045
542.0,-0.9913,0.6155,g1,g1,78.125,39269179.894179896
543.0,-2.9918,-0.6095,g1,g1,28.125,14136904.761904761
544.0,-0.4095,-0.01072,g1,g1,93.75,47123015.87301587
545.0,-0.6427,0.01913,g1,g1,87.5,43981481.48148148
546.0,0.5422,0.8391,g1,g1,118.75,59689153.43915344
547.0,-1.1676,0.915,g1,g1,71.875,36127645.50264551
548.0,1.0964,0.9529,g1,g1,131.25,65972222.222222224
549.0,1.2081,-0.5962,g1,g1,134.375,67542989.41798942
550.0,-0.1993,0.8023,g1,g1,100.0,50264550.26455026
551.0,-1.2046,1.9563,g1,g1,71.875,36127645.50264551
552.0,-1.6572,1.3296,g1,g1,59.375,29844576.71957672
553.0,-0.1252,0.1344,g1,g1,100.0,50264550.26455026
554.0,0.1473,-0.03647,g1,g1,109.375,54976851.85185184
555.0,0.555,-1.2094,g1,g1,118.75,59689153.43915344
556.0,0.202,-0.6352,g1,g1,109.375,54976851.85185184
557.0,-1.2366,-0.2295,g1,g1,71.875,36127645.50264551
558.0,0.5224,-1.9017,g1,g1,118.75,59689153.43915344
559.0,0.08117,-1.088,g1,g1,106.25,53406084.65608465
560.0,-0.03747,-1.6973,g1,g1,103.125,51835317.460317455
561.0,-0.3152,-0.9735,g1,g1,96.875,48693783.06878307
562.0,1.1093,0.5753,g1,g1,131.25,65972222.222222224
563.0,1.0793,-0.7738,g1,g1,131.25,65972222.222222224
564.0,1.1039,1.9825,g1,g1,131.25,65972222.222222224
565.0,-1.1805,-0.2936,g1,g1,71.875,36127645.50264551
566.0,1.5193,-1.0847,g1,g1,143.75,72255291.00529101
567.0,-1.5262,-0.6709,g1,g1,62.5,31415343.915343918
568.0,1.5217,0.7082,g1,g1,143.75,72255291.00529101
569.0,-0.04407,-0.2352,g1,g1,103.125,51835317.460317455
570.0,-1.5816,-0.4108,g1,g1,62.5,31415343.915343918
571.0,1.4946,-0.7056,g1,g1,140.625,70684523.8095238
572.0,1.2975,0.7873,g1,g1,137.5,69113756.61375661
573.0,-0.7942,-1.2496,g1,g1,84.375,42410714.285714276
574.0,0.672,0.6742,g1,g1,121.875,61259920.63492063
575.0,-0.8897,0.9219,g1,g1,81.25,40839947.08994709
576.0,-0.4594,-0.6841,g1,g1,93.75,47123015.87301587
577.0,0.09,-0.05575,g1,g1,106.25,53406084.65608465
578.0,-0.149,-0.9417,g1,g1,100.0,50264550.26455026
579.0,0.2355,-0.4192,g1,g1,112.5,56547619.047619045
580.0,0.2237,-0.2194,g1,g1,112.5,56547619.047619045
581.0,1.3426,-0.6313,g1,g1,137.5,69113756.61375661
582.0,-0.7961,0.1564,g1,g1,84.375,42410714.285714276
583.0,1.5058,-0.8262,g1,g1,140.625,70684523.8095238
584.0,0.3815,0.2765,g1,g1,112.5,56547619.047619045
585.0,-0.3946,-1.3377,g1,g1,93.75,47123015.87301587
586.0,-0.1392,2.2364,g1,g1,100.0,50264550.26455026
587.0,-1.6075,-0.04414,g1,g1,60.9375,30629960.317460313
588.0,-1.8652,0.1067,g1,g1,54.6875,27488425.92592592
589.0,-1.4931,0.7664,g1,g1,64.0625,32200727.51322751
590.0,-0.5702,0.2487,g1,g1,90.625,45552248.67724867
591.0,0.1803,0.1622,g1,g1,109.375,54976851.85185184
592.0,1.2089,0.8249,g1,g1,134.375,67542989.41798942
593.0,0.4158,0.4181,g1,g1,115.625,58118386.24338624
594.0,-1.3636,-1.4906,g1,g1,68.75,34556878.306878306
595.0,0.4345,0.5337,g1,g1,115.625,58118386.24338624
596.0,0.6615,0.4625,g1,g1,121.875,61259920.63492063
597.0,0.2616,-0.612,g1,g1,112.5,56547619.047619045
598.0,-1.1887,-0.1278,g1,g1,71.875,36127645.50264551
599.0,0.05959,0.628,g1,g1,106.25,53406084.65608465
600.0,1.0101,-0.07301,g1,g1,131.25,65972222.222222224
601.0,-0.694,1.0485,g1,g1,87.5,43981481.48148148
602.0,-0.6328,-0.2461,g1,g1,87.5,43981481.48148148
603.0,-1.034,1.4889,g1,g1,78.125,39269179.894179896
604.0,-0.1742,-0.5858,g1,g1,100.0,50264550.26455026
605.0,1.0272,-0.261,g1,g1,131.25,65972222.222222224
606.0,0.7536,1.1846,g1,g1,125.0,62830687.830687836
607.0,-1.4168,0.2548,g1,g1,65.625,32986111.111111112
608.0,1.9176,1.0444,g1,g1,150.0,75396825.3968254
609.0,0.6379,-0.2865,g1,g1,121.875,61259920.63492063
610.0,-0.9617,0.1471,g1,g1,78.125,39269179.894179896
611.0,1.2712,-1.5163,g1,g1,137.5,69113756.61375661
612.0,-0.327,0.7202,g1,g1,96.875,48693783.06878307
613.0,-0.04605,-1.0386,g1,g1,103.125,51835317.460317455
614.0,0.1206,-0.8894,g1,g1,106.25,53406084.65608465
615.0,-0.9083,-0.5096,g1,g1,81.25,40839947.08994709
616.0,-0.06226,2.2531,g1,g1,103.125,51835317.460317455
617.0,0.3725,0.6973,g1,g1,112.5,56547619.047619045
618.0,-0.5507,0.971,g1,g1,90.625,45552248.67724867
619.0,0.5623,-0.979,g1,g1,118.75,59689153.43915344
620.0,0.2188,-0.6646,g1,g1,112.5,56547619.047619045
621.0,-1.5492,0.777,g1,g1,62.5,31415343.915343918
622.0,-0.82,-0.8498,g1,g1,84.375,42410714.285714276
623.0,-1.6445,-1.9275,g1,g1,59.375,29844576.71957672
624.0,-0.5047,-0.0726,g1,g1,90.625,45552248.67724867
625.0,0.3682,-0.3591,g1,g1,112.5,56547619.047619045
626.0,-1.8745,-0.3988,g1,g1,53.125,26703042.328042325
627.0,0.636,0.8402,g1,g1,118.75,59689153.43915344
628.0,0.7958,-1.0393,g1,g1,125.0,62830687.830687836
629.0,-0.3294,1.1733,g1,g1,96.875,48693783.06878307
630.0,2.19,2.4647,i1,g1,126.2939453125,63481083.62268519
631.0,-0.2795,-0.5669,g1,g1,96.875,48693783.06878307
632.0,1.0471,-1.4356,g1,g1,131.25,65972222.222222224
633.0,0.08558,1.0622,g1,g1,106.25,53406084.65608465
634.0,1.2141,-0.564,g1,g1,134.375,67542989.41798942
635.0,0.1422,-0.2206,g1,g1,109.375,54976851.85185184
636.0,-1.2085,1.9765,g1,g1,71.875,36127645.50264551
637.0,-0.7632,-0.8177,g1,g1,84.375,42410714.285714276
638.0,-1.4827,1.3074,g1,g1,65.625,32986111.111111112
639.0,0.7272,0.6888,g1,g1,125.0,62830687.830687836
640.0,-1.0882,-0.2785,g1,g1,75.0,37698412.6984127
641.0,-0.5417,-1.6488,g1,g1,90.625,45552248.67724867
642.0,0.2325,0.701,g1,g1,112.5,56547619.047619045
643.0,-0.7267,-0.8057,g1,g1,84.375,42410714.285714276
644.0,-0.3091,-0.8889,g1,g1,96.875,48693783.06878307
645.0,0.9744,-0.3732,g1,g1,131.25,65972222.222222224
646.0,0.2567,0.2387,g1,g1,112.5,56547619.047619045
647.0,-1.8937,-0.4049,g1,g1,53.125,26703042.328042325
648.0,-0.2069,-1.3098,g1,g1,100.0,50264550.26455026
649.0,-1.319,-0.2996,g1,g1,68.75,34556878.306878306
650.0,-0.5869,-0.8954,g1,g1,87.5,43981481.48148148
651.0,0.03833,0.1147,g1,g1,106.25,53406084.65608465
652.0,-0.6952,-1.7805,g1,g1,87.5,43981481.48148148
653.0,0.3921,1.4816,g1,g1,115.625,58118386.24338624
654.0,-1.8216,0.3774,g1,g1,56.25,28273809.523809522
655.0,0.7082,1.1202,g1,g1,125.0,62830687.830687836
656.0,1.115,-1.0364,g1,g1,131.25,65972222.222222224
657.0,0.3713,-0.7888,g1,g1,112.5,56547619.047619045
658.0,-2.0806,0.1458,g1,g1,48.4375,24346891.534391534
659.0,0.1334,1.5469,g1,g1,109.375,54976851.85185184
660.0,-0.3987,2.0151,g1,g1,93.75,47123015.87301587
661.0,-0.5761,1.9021,g1,g1,90.625,45552248.67724867
662.0,0.5653,-0.4776,g1,g1,118.75,59689153.43915344
663.0,-0.236,-2.2467,g1,g1,100.0,50264550.26455026
664.0,1.3878,0.9104,g1,g1,137.5,69113756.61375661
665.0,1.4774,-0.1795,g1,g1,137.5,69113756.61375661
666.0,0.2229,-0.1349,g1,g1,112.5,56547619.047619045
667.0,-0.5845,1.1977,g1,g1,87.5,43981481.48148148
668.0,1.2523,-0.1066,g1,g1,137.5,69113756.61375661
669.0,-0.681,0.03841,g1,g1,87.5,43981481.48148148
670.0,-0.9525,0.8921,g1,g1,78.125,39269179.894179896
671.0,-1.2511,-0.377,g1,g1,71.875,36127645.50264551
672.0,-0.1039,-1.1293,g1,g1,103.125,51835317.460317455
673.0,-0.8706,0.02228,g1,g1,81.25,40839947.08994709
674.0,-0.3693,2.1096,g1,g1,93.75,47123015.87301587
675.0,3.208,-0.3453,g1,g1,168.75,84821428.57142855
676.0,0.4467,-0.08973,g1,g1,118.75,59689153.43915344
677.0,-0.221,0.8872,g1,g1,100.0,50264550.26455026
678.0,0.02643,0.7935,g1,g1,106.25,53406084.65608465
679.0,-0.6977,-0.7805,g1,g1,87.5,43981481.48148148
680.0,0.7223,-1.348,g1,g1,125.0,62830687.830687836
681.0,-1.6552,-0.8146,g1,g1,59.375,29844576.71957672
682.0,0.1755,0.8369,g1,g1,109.375,54976851.85185184
683.0,1.0589,0.119,g1,g1,131.25,65972222.222222224
684.0,0.4004,0.2927,g1,g1,115.625,58118386.24338624
685.0,-0.693,-0.1386,g1,g1,87.5,43981481.48148148
686.0,0.4501,-0.1602,g1,g1,118.75,59689153.43915344
687.0,-0.1707,0.6902,g1,g1,100.0,50264550.26455026
688.0,-0.0215,0.5559,g1,g1,106.25,53406084.65608465
689.0,0.6936,-1.4617,g1,g1,121.875,61259920.63492063
690.0,-1.162,-0.7795,g1,g1,73.4375,36913029.100529104
691.0,0.1694,-0.08869,g1,g1,109.375,54976851.85185184
692.0,0.646,-1.2069,g1,g1,118.75,59689153.43915344
693.0,0.1695,0.6186,g1,g1,109.375,54976851.85185184
694.0,-1.5597,-1.5311,g1,g1,62.5,31415343.915343918
695.0,1.5709,-1.1161,g1,g1,143.75,72255291.00529101
696.0,0.08072,0.5141,g1,g1,106.25,53406084.65608465
697.0,1.4111,0.2839,g1,g1,137.5,69113756.61375661
698.0,-1.2956,1.0101,g1,g1,68.75,34556878.306878306
699.0,-0.6597,0.2751,g1,g1,87.5,43981481.48148148
700.0,-1.0702,-0.1568,g1,g1,75.0,37698412.6984127
701.0,-1.4347,-0.9642,g1,g1,65.625,32986111.111111112
702.0,-0.812,0.427,g1,g1,84.375,42410714.285714276
703.0,0.1725,2.8076,i1,g1,107.50732421875,54038073.02000661
704.0,1.0278,-0.2309,g1,g1,131.25,65972222.222222224
705.0,-0.1261,0.3799,g1,g1,100.0,50264550.26455026
706.0,3.2717,-1.4639,g1,g1,175.0,87962962.96296296
707.0,-0.8357,-0.6709,g1,g1,81.25,40839947.08994709
708.0,-1.406,-0.8762,g1,g1,65.625,32986111.111111112
709.0,0.4265,-0.5591,g1,g1,115.625,58118386.24338624
710.0,0.7867,0.3792,g1,g1,125.0,62830687.830687836
711.0,0.257,-0.2543,g1,g1,112.5,56547619.047619045
712.0,0.2788,0.3218,g1,g1,112.5,56547619.047619045
713.0,-1.2296,-0.1977,g1,g1,71.875,36127645.50264551
714.0,0.2923,1.6518,g1,g1,112.5,56547619.047619045
715.0,-1.0462,2.8671,g1,g1,78.125,39269179.894179896
716.0,-0.4856,-1.013,g1,g1,93.75,47123015.87301587
717.0,0.2244,-0.4982,g1,g1,112.5,56547619.047619045
718.0,-1.3843,0.2056,g1,g1,67.1875,33771494.70899471
719.0,0.8733,-0.9667,g1,g1,125.0,62830687.830687836
720.0,-1.0581,-0.1887,g1,g1,75.0,37698412.6984127
721.0,1.0819,-0.3161,g1,g1,131.25,65972222.222222224
722.0,1.1021,-0.6095,g1,g1,131.25,65972222.222222224
723.0,-1.5969,0.05774,g1,g1,62.5,31415343.915343918
724.0,1.3955,-0.7509,g1,g1,137.5,69113756.61375661
725.0,0.0855,-1.3768,g1,g1,106.25,53406084.65608465
726.0,0.4673,-0.1448,g1,g1,118.75,59689153.43915344
727.0,-0.4436,-0.3803,g1,g1,93.75,47123015.87301587
728.0,-0.7697,-0.1389,g1,g1,84.375,42410714.285714276
729.0,-1.6919,-1.1331,g1,g1,59.375,29844576.71957672
730.0,1.0487,0.5697,g1,g1,131.25,65972222.222222224
731.0,-0.4391,0.5005,g1,g1,93.75,47123015.87301587
732.0,-0.1263,0.1316,g1,g1,100.0,50264550.26455026
733.0,1.986,-0.1561,g1,g1,150.0,75396825.3968254
734.0,0.2799,0.5975,g1,g1,112.5,56547619.047619045
735.0,1.6983,0.6102,g1,g1,143.75,72255291.00529101
736.0,-1.0258,0.5825,g1,g1,78.125,39269179.894179896
737.0,0.2448,-1.7311,g1,g1,112.5,56547619.047619045
738.0,0.1463,-0.1955,g1,g1,109.375,54976851.85185184
739.0,-0.9783,-0.5646,g1,g1,78.125,39269179.894179896
740.0,-0.5203,1.545,g1,g1,90.625,45552248.67724867
741.0,0.1861,0.543,g1,g1,109.375,54976851.85185184
742.0,0.4775,-0.3797,g1,g1,118.75,59689153.43915344
743.0,0.1778,-0.01527,g1,g1,109.375,54976851.85185184
744.0,-1.3692,-0.7397,g1,g1,68.75,34556878.306878306
745.0,0.432,1.8436,g1,g1,118.75,59689153.43915344
746.0,-0.6302,-0.419,g1,g1,87.5,43981481.48148148
747.0,2.4703,-0.3563,g1,g1,156.25,78538359.78835979
748.0,0.3271,-0.6216,g1,g1,112.5,56547619.047619045
749.0,1.5038,-0.3103,g1,g1,140.625,70684523.8095238
750.0,-1.1618,-0.3781,g1,g1,73.4375,36913029.100529104
751.0,-0.275,-0.6561,g1,g1,96.875,48693783.06878307
752.0,0.158,-0.5089,g1,g1,109.375,54976851.85185184
753.0,-0.04373,-0.8512,g1,g1,103.125,51835317.460317455
754.0,1.1594,-0.5295,g1,g1,131.25,65972222.222222224
755.0,-1.3699,0.964,g1,g1,68.75,34556878.306878306
756.0,0.4253,-0.0941,g1,g1,115.625,58118386.24338624
757.0,0.8729,-1.4722,g1,g1,125.0,62830687.830687836
758.0,0.6342,1.0567,g1,g1,118.75,59689153.43915344
759.0,-0.5874,-1.0528,g1,g1,87.5,43981481.48148148
760.0,-0.9665,-1.511,g1,g1,78.125,39269179.894179896
761.0,0.7291,-0.3059,g1,g1,125.0,62830687.830687836
762.0,0.6451,1.2249,g1,g1,121.875,61259920.63492063
763.0,1.2603,-0.5766,g1,g1,137.5,69113756.61375661
764.0,0.402,-0.4443,g1,g1,115.625,58118386.24338624
765.0,0.3949,0.5278,g1,g1,115.625,58118386.24338624
766.0,-0.6841,-1.5831,g1,g1,87.5,43981481.48148148
767.0,0.1938,-0.353,g1,g1,109.375,54976851.85185184
768.0,0.2506,-1.2543,g1,g1,112.5,56547619.047619045
769.0,0.8321,-0.917,g1,g1,125.0,62830687.830687836
770.0,-0.1639,0.6466,g1,g1,100.0,50264550.26455026
771.0,-0.9704,-1.3636,g1,g1,78.125,39269179.894179896
772.0,1.25,-0.2854,g1,g1,137.5,69113756.61375661
773.0,0.0369,0.3033,g1,g1,106.25,53406084.65608465
774.0,-0.8366,-0.04205,g1,g1,81.25,40839947.08994709
775.0,1.0789,0.7091,g1,g1,131.25,65972222.222222224
776.0,-1.6841,0.6851,g1,g1,59.375,29844576.71957672
777.0,-2.3785,0.6827,g1,g1,40.625,20419973.544973545
778.0,-0.5187,-1.3693,g1,g1,90.625,45552248.67724867
779.0,0.4635,1.4727,g1,g1,118.75,59689153.43915344
780.0,0.1014,0.6032,g1,g1,106.25,53406084.65608465
781.0,-0.2193,0.3687,g1,g1,100.0,50264550.26455026
782.0,-1.0131,-2.8146,g1,g1,78.125,39269179.894179896
783.0,-0.06849,-0.893,g1,g1,103.125,51835317.460317455
784.0,-1.4242,-0.4273,g1,g1,65.625,32986111.111111112
785.0,-1.322,0.4812,g1,g1,68.75,34556878.306878306
786.0,-1.0819,-1.2742,g1,g1,75.0,37698412.6984127
787.0,-0.7242,-0.1158,g1,g1,84.375,42410714.285714276
788.0,-2.2934,0.594,g1,g1,43.75,21990740.74074074
789.0,0.618,-0.1742,g1,g1,118.75,59689153.43915344
790.0,-0.2297,0.8117,g1,g1,100.0,50264550.26455026
791.0,2.3293,-1.6115,g1,g1,156.25,78538359.78835979
792.0,0.2686,-2.211,g1,g1,112.5,56547619.047619045
793.0,0.5457,1.281,g1,g1,118.75,59689153.43915344
794.0,0.202,0.7418,g1,g1,112.5,56547619.047619045
795.0,0.4227,-0.5344,g1,g1,115.625,58118386.24338624
796.0,0.5374,-0.1116,g1,g1,118.75,59689153.43915344
797.0,0.3057,-0.4406,g1,g1,112.5,56547619.047619045
798.0,0.3775,0.4437,g1,g1,112.5,56547619.047619045
799.0,0.1058,-0.3452,g1,g1,106.25,53406084.65608465
800.0,0.4182,2.85,i1,g1,105.810546875,53185195.519179896
801.0,-0.7004,-0.904,g1,g1,87.5,43981481.48148148
802.0,-0.9716,0.6618,g1,g1,78.125,39269179.894179896
803.0,0.3548,-1.8012,g1,g1,112.5,56547619.047619045
804.0,0.6798,0.07926,g1,g1,121.875,61259920.63492063
805.0,-1.3195,1.4693,g1,g1,68.75,34556878.306878306
806.0,-0.6239,-3.4187,g1,g1,87.5,43981481.48148148
807.0,-0.02832,0.5767,g1,g1,106.25,53406084.65608465
808.0,0.9314,-1.4483,g1,g1,128.125,64401455.02645502
809.0,0.223,-0.2918,g1,g1,112.5,56547619.047619045
810.0,-1.8203,2.4491,g1,g1,56.25,28273809.523809522
811.0,0.3569,0.3061,g1,g1,112.5,56547619.047619045
812.0,-0.5676,-1.4344,g1,g1,90.625,45552248.67724867
813.0,-0.4774,0.8263,g1,g1,93.75,47123015.87301587
814.0,-1.8891,0.2948,g1,g1,53.125,26703042.328042325
815.0,-1.398,-1.3625,g1,g1,67.1875,33771494.70899471
816.0,-0.9175,0.5301,g1,g1,81.25,40839947.08994709
817.0,-0.02395,-1.4233,g1,g1,106.25,53406084.65608465
818.0,-0.1743,0.8623,g1,g1,100.0,50264550.26455026
819.0,0.437,0.4922,g1,g1,118.75,59689153.43915344
820.0,-0.1361,0.2316,g1,g1,100.0,50264550.26455026
821.0,0.09274,0.01664,g1,g1,106.25,53406084.65608465
822.0,1.5553,-1.0593,g1,g1,143.75,72255291.00529101
823.0,0.1994,-1.206,g1,g1,109.375,54976851.85185184
824.0,0.2618,-0.9393,g1,g1,112.5,56547619.047619045
825.0,1.0989,-0.2473,g1,g1,131.25,65972222.222222224
826.0,1.8905,-1.1663,g1,g1,150.0,75396825.3968254
827.0,-0.7793,0.8692,g1,g1,84.375,42410714.285714276
828.0,1.8269,-0.03412,g1,g1,150.0,75396825.3968254
829.0,-0.6299,1.6197,g1,g1,87.5,43981481.48148148
830.0,1.2923,-0.3557,g1,g1,137.5,69113756.61375661
831.0,0.7446,-0.2078,g1,g1,125.0,62830687.830687836
832.0,1.9667,0.3482,g1,g1,150.0,75396825.3968254
833.0,-0.1839,-1.0696,g1,g1,100.0,50264550.26455026
834.0,0.5387,1.6398,g1,g1,118.75,59689153.43915344
835.0,0.09953,-1.6917,g1,g1,106.25,53406084.65608465
836.0,0.5334,-1.2704,g1,g1,118.75,59689153.43915344
837.0,0.1865,-2.9591,g1,g1,109.375,54976851.85185184
838.0,0.8156,-0.956,g1,g1,125.0,62830687.830687836
839.0,2.2347,1.6103,g1,g1,156.25,78538359.78835979
840.0,0.4888,-1.118,g1,g1,118.75,59689153.43915344
841.0,-1.2951,0.1501,g1,g1,68.75,34556878.306878306
842.0,0.1335,-1.119,g1,g1,106.25,53406084.65608465
843.0,0.02561,-0.03944,g1,g1,106.25,53406084.65608465
844.0,1.4976,-0.8236,g1,g1,140.625,70684523.8095238
845.0,1.0651,-0.8508,g1,g1,131.25,65972222.222222224
846.0,-1.5345,-0.8036,g1,g1,62.5,31415343.915343918
